"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,30470,528898776,30470,598328700,30470,528844997,30470,598358104
2,30470,528911557,30470,597459434,30470,528844997,30470,598358104
