"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,30482,966563319,30483,144313411,30482,966387454,30483,144348402
2,30482,966615631,30482,966616260,30482,966387454,30483,144348402
3,30482,966604735,30482,966605364,30482,966387454,30483,144348402
4,30482,966603408,30482,966604177,30482,966387454,30483,144348402
