"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,30468,895802462,30468,963564605,30468,895747426,30468,965048489
2,30468,895799668,30468,965018247,30468,895747426,30468,965048489
