"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,30479,659416937,30479,673354801,30479,659344579,30479,713567313
2,30479,659407997,30479,712137697,30479,659344579,30479,713567313
3,30479,659417845,30479,713532112,30479,659344579,30479,713567313
4,30479,676039774,30479,691534927,30479,659344579,30479,713567313
