"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,29706,953607980,29707,20960834,29706,953574106,29707,22474610
2,29706,953641156,29707,22441086,29706,953574106,29707,22474610
