"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,29709,293876006,29709,430471105,29709,293866787,29709,430505747
2,29709,293871956,29709,293873073,29709,293866787,29709,430505747
