"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,29713,16937859,29713,44755055,29713,16768420,29713,96576370
2,29713,16956088,29713,96539074,29713,16768420,29713,96576370
3,29713,16915510,29713,45518089,29713,16768420,29713,96576370
