"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,29720,771174082,29720,907962296,29720,771070505,29720,907999941
2,29720,771158996,29720,771159624,29720,771070505,29720,907999941
3,29720,784016527,29720,784017155,29720,771070505,29720,907999941
4,29720,771157808,29720,771158437,29720,771070505,29720,907999941
