"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,29721,839331988,29721,975938960,29721,839273739,29721,975950763
2,29721,839351614,29721,839352242,29721,839273739,29721,975950763
3,29721,839331429,29721,839332547,29721,839273739,29721,975950763
4,29721,864031603,29721,864032790,29721,839273739,29721,975950763
