"thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
1,29718,194540632,29718,209484512,29718,194494745,29718,249007319
2,29718,194538327,29718,247393318,29718,194494745,29718,249007319
3,29718,194538886,29718,248975261,29718,194494745,29718,249007319
4,29718,232038691,29718,247728913,29718,194494745,29718,249007319
